"Entity","Year","Code","AV_center","AV_left","AV_right","Bioenergy (% electricity)","Coal (% electricity)","Gas (% electricity)","gdp_2021_milUSD","gdp_percapita_USD","gov_cent1","gov_left1","gov_party","gov_right1","HDI_2021","Hydro (% electricity)","land_area_sqkm","latitude","longitude","Low-carbon electricity (% electricity)","Nuclear (% electricity)","Oil (% electricity)","Other renewables excluding bioenergy (% electricity)","PolAV","population","Renewables (% electricity)","Solar (% electricity)","Wind (% electricity)","Annual CO₂ emissions","Greenhouse gas (GHG) emission intensity"
"Slovenia",2018,"SVN",9.53,41.73,46.48,1.6129031,28.660048,2.9776673,NA,NA,8.86,37.63,"3,00",53.51,NA,29.156324,NA,NA,NA,68.23821,35.85608,0.124069475,0,"",NA,32.382133,1.5508684,0.062034737,14526712,247
"Slovenia",2019,"SVN",9.53,41.73,46.48,1.5733166,28.193832,3.3983638,NA,NA,29.41,29.41,"2,00",41.18,NA,28.193832,NA,NA,NA,68.34487,36.62681,0.06293266,0,"",NA,31.718061,1.88798,0.06293266,14048142,238
"Slovenia",2020,"SVN",9.53,41.73,46.48,1.5985792,25.814093,3.4339848,NA,NA,19.96,53.04,"3,00",27,NA,29.188868,NA,NA,NA,70.633514,37.59621,0.11841327,0,"",NA,33.0373,2.1906455,0.059206635,12866237,220
"Slovenia",2021,"SVN",9.53,41.73,46.48,1.7318795,24.695318,3.3354714,61748.59,29291.4,NA,NA,"",NA,918,30.211674,20145,46.151241,14.995463,71.5202,36.62604,0.44900578,0,"2,82",2107180,34.89416,2.8864655,0.06414368,12549330,211
"Slovenia",2022,"SVN",9.53,41.73,46.48,2.1853805,24.189901,3.5418236,NA,NA,NA,NA,"",NA,NA,24.039185,NA,NA,NA,71.74077,42.12509,0.52750564,0,"",NA,29.615673,3.3157496,0.07535795,NA,NA
"Spain",1990,"ESP",46.51,53.25,0,0.35711926,39.50797,0.99861115,NA,NA,0,100,"5,00",0,NA,16.844124,NA,NA,NA,53.104954,35.89048,6.388466,0,"",NA,17.21447,0.006613319,0.006613319,231328450,449
"Spain",1991,"ESP",46.51,53.25,0,0.34894994,37.99677,0.8788368,NA,NA,0,100,"5,00",0,NA,17.609047,NA,NA,NA,53.886913,35.915993,7.2374797,0,"",NA,17.970922,0.0064620357,0.0064620357,241074290,444
"Spain",1992,"ESP",46.51,53.25,0,0.3637756,40.985386,1.0913268,NA,NA,0,100,"5,00",0,NA,12.074798,NA,NA,NA,48.107723,35.598953,9.815559,0,"",NA,12.508775,0.006382028,0.06382028,249939230,485
"Spain",1993,"ESP",46.51,53.25,0,0.3730863,40.151806,0.77190274,NA,NA,0,100,"5,00",0,NA,15.7082205,NA,NA,NA,52.22565,36.060722,6.8506365,0,"",NA,16.164928,0.0064325226,0.07719027,241298910,457
"Spain",1994,"ESP",46.51,53.25,0,0.3977626,38.266006,2.013673,NA,NA,0,100,"5,00",0,NA,17.551275,NA,NA,NA,52.4363,34.37539,7.2840276,0,"",NA,18.060907,0.0062150406,0.10565569,253803790,450
"Spain",1995,"ESP",46.51,53.25,0,0.60990334,39.800728,2.2644928,NA,NA,0,100,"5,00",0,NA,13.937198,NA,NA,NA,48.212555,33.490337,9.722222,0,"",NA,14.722221,0.012077294,0.16304348,267577460,496
"Spain",1996,"ESP",46.51,53.25,0,0.6229452,31.11265,3.9164793,NA,NA,66.12,33.88,"3,00",0,NA,22.950914,NA,NA,NA,56.28425,32.491203,8.686625,0,"",NA,23.793047,0.011536022,0.20764838,255049060,388
"Spain",1997,"ESP",46.51,53.25,0,0.77191496,33.134186,9.606641,NA,NA,100,0,"1,00",0,NA,18.372635,NA,NA,NA,48.78397,29.237602,8.475204,0,"",NA,19.546366,0.010574178,0.3912446,267589840,428
"Spain",1998,"ESP",46.51,53.25,0,0.7911474,31.842392,8.382026,NA,NA,100,0,"1,00",0,NA,17.575884,NA,NA,NA,49.57857,30.503128,10.197011,0,"",NA,19.075443,0.010341796,0.69807124,276184600,425
"Spain",1999,"ESP",46.51,53.25,0,0.7878228,35.797306,9.269075,NA,NA,100,0,"1,00",0,NA,11.097602,NA,NA,NA,41.851868,28.619364,13.081748,0,"",NA,13.232505,0.014589311,1.3324903,299722140,501
"Spain",2000,"ESP",46.51,53.25,0,0.6744523,35.80029,9.134528,NA,NA,100,0,"1,00",0,NA,12.791961,NA,NA,NA,43.7715,28.159515,11.293681,0,"",NA,15.611987,0.0045265253,2.1410465,311674620,467
"Spain",2001,"ESP",46.51,53.25,0,0.69936067,30.149738,10.022739,NA,NA,100,0,"1,00",0,NA,17.544085,NA,NA,NA,48.487576,27.335135,11.33994,0,"",NA,21.152443,0.008581113,2.9004161,313620600,417
"Spain",2002,"ESP",46.51,53.25,0,1.0795715,33.83769,13.5008955,NA,NA,100,0,"1,00",0,NA,8.844983,NA,NA,NA,40.0942,26.268183,12.567212,0,"",NA,13.826016,0.008336459,3.8931265,333730300,468
"Spain",2003,"ESP",46.51,53.25,0,1.2359115,29.04392,15.301206,NA,NA,100,0,"1,00",0,NA,15.732609,NA,NA,NA,45.717064,24.04975,9.937817,0,"",NA,21.667315,0.0077730278,4.6910224,338045860,413
"Spain",2004,"ESP",46.51,53.25,0,1.216883,28.905537,20.266764,NA,NA,29.23,70.77,"4,00",0,NA,11.3575735,NA,NA,NA,41.56404,23.245022,9.263659,0,"",NA,18.319021,0.007308606,5.7372556,354827940,423
"Spain",2005,"ESP",46.51,53.25,0,0.9315897,27.793013,27.775434,NA,NA,0,100,"5,00",0,NA,6.464881,NA,NA,NA,35.087536,20.2278,9.344021,0,"",NA,14.859735,0.017577164,7.445687,370065760,440
"Spain",2006,"ESP",46.51,53.25,0,0.9381562,22.603806,30.674658,NA,NA,0,100,"5,00",0,NA,8.792251,NA,NA,NA,38.0275,20.3651,8.694032,0,"",NA,17.6624,0.040642146,7.89135,361120320,398
"Spain",2007,"ESP",46.51,53.25,0,0.9617617,24.143536,31.439657,NA,NA,0,100,"5,00",0,NA,9.057142,NA,NA,NA,37.6082,18.273472,6.8086095,0,"",NA,19.334726,0.17245382,9.143369,368985600,411
"Spain",2008,"ESP",46.51,53.25,0,1.0493449,15.679016,38.8837,NA,NA,0,100,"5,00",0,NA,7.5192323,NA,NA,NA,38.986706,18.981556,6.450575,0,"",NA,20.00515,0.8304632,10.606109,337182430,348
"Spain",2009,"ESP",46.51,53.25,0,1.1971323,12.317772,36.960175,NA,NA,0,100,"5,00",0,NA,9.059102,NA,NA,NA,43.50839,18.097624,7.213666,0,"",NA,25.410765,2.0786884,13.075841,297747800,318
"Spain",2010,"ESP",46.51,53.25,0,1.3449607,8.495724,31.812847,NA,NA,0,98.75,"4,00",0,NA,14.1874895,NA,NA,NA,53.583763,20.791548,6.1076636,0,"",NA,32.79222,2.411538,14.848231,284282700,257
"Spain",2011,"ESP",46.51,53.25,0,1.5821807,15.094211,29.347565,NA,NA,3.56,90.41,"4,00",0,NA,10.5021105,NA,NA,NA,49.850708,19.809864,5.7075195,0,"",NA,30.040842,3.2261384,14.730412,285132260,319
"Spain",2012,"ESP",46.51,53.25,0,1.6952038,18.745958,24.954897,NA,NA,100,0,"1,00",0,NA,6.995269,NA,NA,NA,50.529327,20.924534,5.7698207,0,"",NA,29.604794,4.0746164,16.839705,279384960,333
"Spain",2013,"ESP",46.51,53.25,0,2.0606103,14.189789,20.442677,NA,NA,100,0,"1,00",0,NA,13.099087,NA,NA,NA,59.739937,20.154902,5.627598,0,"",NA,39.585037,4.654137,19.7712,253102700,271
"Spain",2014,"ESP",46.51,53.25,0,1.967702,15.934385,17.192842,NA,NA,100,0,"1,00",0,NA,14.246744,NA,NA,NA,60.94784,20.844547,5.9249296,0,"",NA,40.103294,4.971994,18.916855,255459100,280
"Spain",2015,"ESP",46.51,53.25,0,2.0758252,18.513044,18.920282,NA,NA,100,0,"1,00",0,NA,10.141271,NA,NA,NA,55.604,20.614098,6.9626637,0,"",NA,34.989906,4.9949546,17.777857,272164670,318
"Spain",2016,"ESP",46.51,53.25,0,2.09816,13.433386,19.480806,NA,NA,100,0,"1,00",0,NA,13.422324,NA,NA,NA,60.201332,21.619528,6.884472,0,"",NA,38.581806,5.029684,18.03164,261227660,266
"Spain",2017,"ESP",46.51,53.25,0,2.2279224,16.537193,23.466473,NA,NA,100,0,"1,00",0,NA,6.713082,NA,NA,NA,53.488457,21.267864,6.5078783,0,"",NA,32.220592,5.276658,18.002932,275053200,306
"Spain",2018,"ESP",46.51,53.25,0,2.173753,13.734,21.332941,NA,NA,43.01,56.99,"3,00",0,NA,12.626895,NA,NA,NA,58.720753,20.512726,6.2122993,0,"",NA,38.20803,4.6858907,18.721495,270052300,276
"Spain",2019,"ESP",46.51,53.25,0,2.056185,4.747314,30.90184,NA,NA,0,100,"5,00",0,NA,9.099634,NA,NA,NA,58.82092,21.540108,5.5299196,0.0073830704,"",NA,37.28081,5.574218,20.543392,251825150,215
"Spain",2020,"ESP",46.51,53.25,0,2.3639932,2.125284,26.85096,NA,NA,0,100,"5,00",0,NA,11.746814,NA,NA,NA,66.25726,22.446386,4.766488,0.011550455,"",NA,43.81088,7.958264,21.730257,213339730,177
"Spain",2021,"ESP",46.51,53.25,0,2.5626824,1.7946162,26.402275,1427380.68,30103.5,NA,NA,"",NA,905,10.941251,502654,40.463667,-3.74922,67.32026,20.885492,4.4828477,0.0073852516,"3,10",47432893,46.43477,10.007016,22.916435,233649540,165
"Spain",2022,"ESP",46.51,53.25,0,2.394579,2.675468,30.54668,NA,NA,NA,NA,"",NA,NA,6.6008916,NA,NA,NA,62.73305,20.515432,4.0448017,0,"",NA,42.21762,11.505917,21.716232,NA,NA
"Sweden",1990,"SWE",10.99,64.49,24.05,1.3289492,0.73982745,0.28771067,NA,NA,0,100,"5,00",0,NA,49.664337,NA,NA,NA,97.70517,46.70503,1.2672969,0,"",NA,51.00014,0,0.006850254,57580090,10
"Sweden",1991,"SWE",10.99,64.49,24.05,1.2655644,1.3336055,0.39463836,NA,NA,8.22,75.34,"4,00",15.26,NA,43.02919,NA,NA,NA,96.5299,52.228344,1.741852,0,"",NA,44.30156,0,0.0068041096,57950550,15
"Sweden",1992,"SWE",10.99,64.49,24.05,1.3773727,1.2334682,0.5413555,NA,NA,30,0,"1,00",65,NA,50.935383,NA,NA,NA,95.87474,43.541428,2.3504422,0,"",NA,52.333317,0,0.020557802,57688900,16
"Sweden",1993,"SWE",10.99,64.49,24.05,1.4938731,1.4319153,0.62646294,NA,NA,33.33,0,"1,00",61.9,NA,51.390614,NA,NA,NA,95.18794,42.269035,2.753683,0,"",NA,52.91891,0,0.034421038,57725988,18
"Sweden",1994,"SWE",10.99,64.49,24.05,1.562719,1.8290119,0.6026629,NA,NA,25.39,23.84,"2,00",47.15,NA,41.415558,NA,NA,NA,94.29573,51.2684,3.2726,0,"",NA,43.027332,0,0.04905396,60186576,25
"Sweden",1995,"SWE",10.99,64.49,24.05,1.5848393,1.5308875,0.5732398,NA,NA,0,100,"5,00",0,NA,45.926624,NA,NA,NA,94.739685,47.160778,3.1561909,0,"",NA,47.578903,0,0.06743998,59605076,20
"Sweden",1996,"SWE",10.99,64.49,24.05,1.5077163,2.62428,0.48360714,NA,NA,0,100,"5,00",0,NA,36.796814,NA,NA,NA,91.223946,52.81985,5.66816,0,"",NA,38.404095,0,0.09956618,63521836,47
"Sweden",1997,"SWE",10.99,64.49,24.05,1.8564439,1.3470947,0.4423296,NA,NA,0,100,"5,00",0,NA,46.28376,NA,NA,NA,95.14107,46.86683,3.0694993,0,"",NA,48.274235,0,0.13403927,58425370,20
"Sweden",1998,"SWE",10.99,64.49,24.05,1.75074,1.2847158,0.33377415,NA,NA,0,100,"5,00",0,NA,47.232197,NA,NA,NA,95.522385,46.337933,2.8591223,0,"",NA,49.18446,0,0.20152403,58893228,24
"Sweden",1999,"SWE",10.99,64.49,24.05,1.7437356,1.4466547,0.2906226,NA,NA,0,100,"5,00",0,NA,46.299408,NA,NA,NA,95.54379,47.26815,2.7189357,0,"",NA,48.275642,0,0.23249806,56031844,19
"Sweden",2000,"SWE",10.99,64.49,24.05,2.8231082,1.1292433,0.33051023,NA,NA,0,100,"5,00",0,NA,54.10728,NA,NA,NA,96.71556,39.46843,1.8246919,0,"",NA,57.247128,0,0.31673896,54890664,17
"Sweden",2001,"SWE",10.99,64.49,24.05,2.3391087,1.1633663,0.24752474,NA,NA,0,100,"5,00",0,NA,48.923267,NA,NA,NA,96.18192,44.622524,2.4071782,0,"",NA,51.559402,0,0.2970297,55821960,19
"Sweden",2002,"SWE",10.99,64.49,24.05,2.8493524,1.6155418,0.38173142,NA,NA,0,100,"5,00",0,NA,45.235176,NA,NA,NA,94.92842,46.428085,3.0743015,0,"",NA,48.500343,0,0.4158146,56791590,24
"Sweden",2003,"SWE",10.99,64.49,24.05,3.3311179,2.1050298,0.5391831,NA,NA,0,100,"5,00",0,NA,39.545017,NA,NA,NA,93.17527,49.796883,4.180516,0,"",NA,43.378387,0,0.50225276,57371496,35
"Sweden",2004,"SWE",10.99,64.49,24.05,4.7465224,0.6658316,0.5142066,NA,NA,0,100,"5,00",0,NA,39.63346,NA,NA,NA,96.03138,51.084446,2.7885818,0,"",NA,44.94693,0,0.56694573,56682884,21
"Sweden",2005,"SWE",10.99,64.49,24.05,4.729431,0.4104313,0.37885967,NA,NA,0,100,"5,00",0,NA,45.968307,NA,NA,NA,96.994385,45.7031,2.2163289,0,"",NA,51.291286,0,0.59354675,54066084,17
"Sweden",2006,"SWE",10.99,64.49,24.05,5.8347287,0.61418205,0.4187605,NA,NA,7.67,75.89,"4,00",16.44,NA,43.076492,NA,NA,NA,96.34282,46.74763,2.6242323,0,"",NA,49.5952,0,0.68397546,53885096,19
"Sweden",2007,"SWE",10.99,64.49,24.05,6.6120143,0.43676922,0.5577207,NA,NA,31.82,0,"1,00",68.18,NA,44.45639,NA,NA,NA,97.02996,45.00067,1.9755409,0,"",NA,52.029293,0,0.9608923,53151970,17
"Sweden",2008,"SWE",10.99,64.49,24.05,6.897932,0.34022683,0.4136091,NA,NA,31.82,0,"1,00",68.18,NA,46.077385,NA,NA,NA,96.93129,42.62175,2.3148768,0,"",NA,54.309544,0,1.3342229,51070464,17
"Sweden",2009,"SWE",10.99,64.49,24.05,8.389458,0.37335283,1.1420205,NA,NA,31.82,0,"1,00",68.18,NA,48.20644,NA,NA,NA,96.61786,38.1918,1.8667642,0,"",NA,58.42606,0.007320644,1.8228403,47421460,17
"Sweden",2010,"SWE",10.99,64.49,24.05,8.211519,0.68710005,1.960256,NA,NA,31.07,0,"1,00",68.93,NA,44.728867,NA,NA,NA,94.25396,38.95588,3.0986865,0,"",NA,55.29808,0.006736275,2.35096,53287344,23
"Sweden",2011,"SWE",10.99,64.49,24.05,7.6789994,0.4391802,1.0513707,NA,NA,29.17,0,"1,00",70.83,NA,44.20415,NA,NA,NA,96.19377,40.238224,2.3156774,0,"",NA,55.95555,0.0066542453,4.065744,49405180,16
"Sweden",2012,"SWE",10.99,64.49,24.05,7.324401,0.28840956,0.552785,NA,NA,29.17,0,"1,00",70.83,NA,47.425346,NA,NA,NA,97.54251,38.47864,1.6162952,0,"",NA,59.063873,0.012017065,4.3021092,46918584,13
"Sweden",2013,"SWE",10.99,64.49,24.05,7.482193,0.4247533,0.5554466,NA,NA,29.17,0,"1,00",70.83,NA,40.096714,NA,NA,NA,97.46455,43.429394,1.5552508,0,"",NA,54.035156,0.026138665,6.430112,45351340,13
"Sweden",2014,"SWE",10.99,64.49,24.05,6.968414,0.24096385,0.27352652,NA,NA,22.13,24.11,"2,00",53.76,NA,41.523933,NA,NA,NA,98.09183,42.253334,1.393683,0,"",NA,55.83849,0.032562684,7.3135786,43477930,11
"Sweden",2015,"SWE",10.99,64.49,24.05,6.648148,0.24074075,0.2777778,NA,NA,0,100,"5,00",0,NA,46.487656,NA,NA,NA,98.055565,34.78395,1.425926,0,"",NA,63.271606,0.061728396,10.074074,43741732,10
"Sweden",2016,"SWE",10.99,64.49,24.05,7.3705816,0.16678427,0.43620503,NA,NA,0,100,"5,00",0,NA,39.784462,NA,NA,NA,97.65219,40.47726,1.7448201,0,"",NA,57.17493,0.089806914,9.9300785,43415984,10
"Sweden",2017,"SWE",10.99,64.49,24.05,7.3555384,0.19484869,0.20093772,NA,NA,0,100,"5,00",0,NA,39.663887,NA,NA,NA,97.88711,40.004868,1.7171041,0,"",NA,57.88224,0.14004749,10.722767,42704240,10
"Sweden",2018,"SWE",10.99,64.49,24.05,7.2906466,0.20812929,0.23261508,NA,NA,0,100,"5,00",0,NA,38.08154,NA,NA,NA,97.75955,41.96254,1.7997062,0,"",NA,55.797012,0.25097942,10.17385,42094908,12
"Sweden",2019,"SWE",10.99,64.49,24.05,7.7425485,0.12468828,0.17218858,NA,NA,0,100,"5,00",0,NA,38.813683,NA,NA,NA,98.010925,39.26493,1.692198,0,"",NA,58.745995,0.40375254,11.786012,40982492,10
"Sweden",2020,"SWE",10.99,64.49,24.05,6.825814,0,0.06105379,NA,NA,0,100,"5,00",0,NA,44.19684,NA,NA,NA,98.5103,30.038465,1.4286586,0,"",NA,68.471825,0.64106476,16.80811,36515104,8
"Sweden",2021,"SWE",10.99,64.49,24.05,7.614834,0.0058217384,0.16883041,635663.8,61028.7,NA,NA,"",NA,947,43.016823,407300,60.128161,18.643501,98.218544,30.837748,1.6067997,0,"3,58",10452326,67.3808,0.890726,15.858415,35848948,9
"Sweden",2022,"SWE",10.99,64.49,24.05,7.3741846,0.0058247903,0.16891892,NA,NA,NA,NA,"",NA,NA,40.284256,NA,NA,NA,98.21762,29.834578,1.6076422,0,"",NA,68.38304,1.3630009,19.361605,NA,NA
