"Entity","Year","Code","AV_center","AV_left","AV_right","Bioenergy (% electricity)","Coal (% electricity)","Gas (% electricity)","gdp_2021_milUSD","gdp_percapita_USD","gov_cent1","gov_left1","gov_party","gov_right1","HDI_2021","Hydro (% electricity)","land_area_sqkm","latitude","longitude","Low-carbon electricity (% electricity)","Nuclear (% electricity)","Oil (% electricity)","Other renewables excluding bioenergy (% electricity)","PolAV","population","Renewables (% electricity)","Solar (% electricity)","Wind (% electricity)","Annual CO₂ emissions","Greenhouse gas (GHG) emission intensity"
"Austria",1990,"AUT",47.93,34.24,12.61,2.2920892,12.555781,15.659229,NA,NA,46.71,46.71,"3,00",0,NA,63.91481,NA,NA,NA,66.206894,0,5.5780935,0,"",NA,66.206894,0,0,62145250,232
"Austria",1991,"AUT",47.93,34.24,12.61,2.4113193,13.630929,14.886409,NA,NA,47.06,47.06,"3,00",0,NA,62.65444,NA,NA,NA,65.065765,0,6.416899,0,"",NA,65.065765,0,0,65743936,240
"Austria",1992,"AUT",47.93,34.24,12.61,2.6226225,8.228228,13.293293,NA,NA,43.75,50,"3,00",0,NA,69.76976,NA,NA,NA,72.392395,0,6.086086,0,"",NA,72.392395,0,0,60243908,187
"Austria",1993,"AUT",47.93,34.24,12.61,2.6085265,5.801051,13.217832,NA,NA,43.75,50,"3,00",0,NA,71.461945,NA,NA,NA,74.07047,0,6.9106483,0,"",NA,74.07047,0,0,60670572,172
"Austria",1994,"AUT",47.93,34.24,12.61,2.2836308,5.948954,16.580313,NA,NA,43.75,50,"3,00",0,NA,68.528114,NA,NA,NA,70.81174,0,6.6589904,0,"",NA,70.81174,0,0,61045756,189
"Austria",1995,"AUT",47.93,34.24,12.61,3.3345416,7.8289227,16.147154,NA,NA,43.75,50,"3,00",0,NA,67.18014,NA,NA,NA,70.51468,0,5.5092425,0,"",NA,70.51468,0,0,64023070,202
"Austria",1996,"AUT",47.93,34.24,12.61,2.930745,9.856263,17.547134,NA,NA,43.03,50,"3,00",0,NA,63.879036,NA,NA,NA,66.809784,0,5.786821,0,"",NA,66.809784,0,0,67367016,206
"Austria",1997,"AUT",47.93,34.24,12.61,3.035201,10.470546,15.2119255,NA,NA,45.91,46.44,"3,00",0,NA,64.85273,NA,NA,NA,67.92385,0,6.393678,0,"",NA,67.92385,0,0.03591954,67263590,206
"Austria",1998,"AUT",47.93,34.24,12.61,3.2546496,7.385551,15.861946,NA,NA,46.15,46.15,"3,00",0,NA,66.45208,NA,NA,NA,69.79614,0,6.9563665,0,"",NA,69.79614,0,0.08941345,66898316,179
"Austria",1999,"AUT",47.93,34.24,12.61,2.670227,7.376502,15.504005,NA,NA,46.15,46.15,"3,00",0,NA,67.923904,NA,NA,NA,70.677574,0,6.4419227,0,"",NA,70.677574,0,0.083444595,65651040,163
"Austria",2000,"AUT",47.93,34.24,12.61,2.556391,9.557226,13.116124,NA,NA,49.64,4.29,"2,00",45.36,NA,69.908104,NA,NA,NA,72.58146,0,4.7451963,0,"",NA,72.58146,0,0.116959065,66149780,155
"Austria",2001,"AUT",47.93,34.24,12.61,2.7350147,11.283982,14.330167,NA,NA,50,0,"1,00",50,NA,66.26269,NA,NA,NA,69.17786,0,5.207992,0,"",NA,69.17786,0.016377334,0.16377333,70149500,162
"Austria",2002,"AUT",47.93,34.24,12.61,2.5045314,10.891416,15.340255,NA,NA,50,0,"1,00",50,NA,66.2877,NA,NA,NA,69.03938,0,4.7289505,0,"",NA,69.03938,0.016477179,0.23068051,71953620,154
"Austria",2003,"AUT",47.93,34.24,12.61,2.8418877,14.536685,19.221495,NA,NA,64.02,0,"1,00",28.97,NA,57.199448,NA,NA,NA,60.695835,0,5.5459867,0,"",NA,60.695835,0.017223561,0.63727176,77460984,204
"Austria",2004,"AUT",47.93,34.24,12.61,3.0841272,12.772485,17.681253,NA,NA,66.67,0,"1,00",25,NA,59.357334,NA,NA,NA,63.975456,0,5.5708055,0,"",NA,63.975456,0.032294527,1.5016955,77678290,185
"Austria",2005,"AUT",47.93,34.24,12.61,3.768026,11.118003,20.204683,NA,NA,66.67,0,"1,00",25,NA,57.528297,NA,NA,NA,63.389675,0,5.2876415,0,"",NA,63.389675,0.031012561,2.0623353,79078110,180
"Austria",2006,"AUT",47.93,34.24,12.61,5.186256,11.833654,17.132305,NA,NA,66.67,0,"1,00",25,NA,57.25755,NA,NA,NA,65.285805,0,5.748234,0,"",NA,65.285805,0.032113038,2.809891,76806460,175
"Austria",2007,"AUT",47.93,34.24,12.61,6.453664,10.491178,15.736766,NA,NA,50.46,48.63,"3,00",0.68,NA,58.893658,NA,NA,NA,68.62184,0,5.1502147,0,"",NA,68.62184,0.03179145,3.2427278,74106780,160
"Austria",2008,"AUT",47.93,34.24,12.61,6.4496126,8.573644,17.333334,NA,NA,50,50,"3,00",0,NA,59.42636,NA,NA,NA,69.03876,0,5.0542636,0,"",NA,69.03876,0.046511628,3.1162791,73481910,146
"Austria",2009,"AUT",47.93,34.24,12.61,6.4555054,5.671191,18.612368,NA,NA,50,50,"3,00",0,NA,61.689293,NA,NA,NA,71.161385,0,4.5550528,0,"",NA,71.161385,0.07541478,2.9411764,67298660,131
"Austria",2010,"AUT",47.93,34.24,12.61,6.5969663,7.2448826,21.130907,NA,NA,50,50,"3,00",0,NA,56.486523,NA,NA,NA,66.24944,0,5.3747606,0,"",NA,66.24944,0.13252833,3.0334265,72006410,153
"Austria",2011,"AUT",47.93,34.24,12.61,7.324125,8.721491,19.980726,NA,NA,50,50,"3,00",0,NA,54.995186,NA,NA,NA,65.70832,0,5.5894637,0,"",NA,65.70832,0.27304852,3.1159654,69893110,160
"Austria",2012,"AUT",47.93,34.24,12.61,6.812227,6.3901024,14.133916,NA,NA,50,50,"3,00",0,NA,63.828243,NA,NA,NA,74.71616,0,4.7598257,0,"",NA,74.71616,0.4949054,3.5807862,67265900,116
"Austria",2013,"AUT",47.93,34.24,12.61,7.276668,6.5180373,10.295712,NA,NA,50,50,"3,00",0,NA,65.05651,NA,NA,NA,78.185486,0,5.0007744,0,"",NA,78.185486,0.9753832,4.8769164,67759450,106
"Austria",2014,"AUT",47.93,34.24,12.61,7.383967,4.7711782,8.633561,NA,NA,50,50,"3,00",0,NA,66.55307,NA,NA,NA,81.46706,0,5.1282053,0,"",NA,81.46706,1.2820513,6.2479715,64160004,92
"Austria",2015,"AUT",47.93,34.24,12.61,7.5181894,4.769604,12.384802,NA,NA,50,50,"3,00",0,NA,60.08084,NA,NA,NA,76.94422,0,5.9013743,0,"",NA,76.94422,1.519806,7.825384,66348824,107
"Austria",2016,"AUT",47.93,34.24,12.61,7.325671,3.1264367,13.011495,NA,NA,50,50,"3,00",0,NA,61.256706,NA,NA,NA,78.28352,0,5.578544,0,"",NA,78.28352,1.6858238,8.015326,67210744,94
"Austria",2017,"AUT",47.93,34.24,12.61,7.297538,2.6105013,16.182142,NA,NA,50.27,48.08,"3,00",1.64,NA,56.79324,NA,NA,NA,75.719376,0,5.487986,0,"",NA,75.719376,1.8837141,9.744884,69592824,103
"Austria",2018,"AUT",47.93,34.24,12.61,7.5799503,2.7829027,15.252152,NA,NA,50,0,"1,00",50,NA,57.872078,NA,NA,NA,76.96802,0,4.996925,0,"",NA,76.96802,2.2447724,9.271217,66557184,99
"Austria",2019,"AUT",47.93,34.24,12.61,6.576348,2.1168501,15.9751625,NA,NA,21.29,0,"1,00",19.32,NA,57.620663,NA,NA,NA,77.109795,0,4.7981935,0,"",NA,77.109795,2.3990967,10.513689,67936184,92
"Austria",2020,"AUT",47.93,34.24,12.61,6.6339064,0.8093655,14.380691,NA,NA,0,28.02,"2,00",70.06,NA,60.70241,NA,NA,NA,80.098274,0,4.7116632,0,"",NA,80.098274,2.948403,9.813557,62037450,79
"Austria",2021,"AUT",47.93,34.24,12.61,6.691561,0.20911129,15.862585,480368.4,53637.7,NA,NA,"",NA,916,57.879017,82519,47.516231,14.550072,78.790146,0,5.138163,0,"2,419354839",8978929,78.790146,4.152353,10.067215,64625588,82
"Austria",2022,"AUT",47.93,34.24,12.61,5.5959187,0.21641675,18.179007,NA,NA,NA,NA,"",NA,NA,55.75823,NA,NA,NA,76.2869,0,5.317669,0,"",NA,76.2869,4.2201266,10.712629,NA,NA
"Belgium",1990,"BEL",27.88,37.1,35.02,0.3983497,24.313559,7.696685,NA,NA,52.94,47.06,"3,00",0,NA,0.38412294,NA,NA,NA,61.573486,60.776783,6.416276,0,"",NA,0.7966994,0,0.014226775,120292640,353
"Belgium",1991,"BEL",27.88,37.1,35.02,0.42140752,23.191458,8.737182,NA,NA,51.49,48.51,"3,00",0,NA,0.32307908,NA,NA,NA,60.963615,60.205082,7.1077394,0,"",NA,0.75853354,0,0.014046916,123362370,356
"Belgium",1992,"BEL",27.88,37.1,35.02,0.3780454,22.41669,9.339121,NA,NA,46.74,53.26,"3,00",0,NA,0.47605714,NA,NA,NA,61.719406,60.851303,6.524783,0,"",NA,0.8681042,0,0.014001681,122488060,343
"Belgium",1993,"BEL",27.88,37.1,35.02,0.35673514,23.25913,9.717465,NA,NA,46.67,53.33,"3,00",0,NA,0.35673514,NA,NA,NA,60.55936,59.83162,6.464041,0,"",NA,0.7277397,0,0.014269406,121422696,350
"Belgium",1994,"BEL",27.88,37.1,35.02,0.35043457,23.801516,11.592376,NA,NA,46.67,53.33,"3,00",0,NA,0.4906084,NA,NA,NA,57.793667,56.938606,6.8124475,0,"",NA,0.85506034,0,0.014017383,124795260,359
"Belgium",1995,"BEL",27.88,37.1,35.02,0.43525574,22.470078,13.846573,NA,NA,46.67,53.33,"3,00",0,NA,0.4624592,NA,NA,NA,57.16812,56.2568,6.5152345,0,"",NA,0.9113166,0,0.013601742,125933060,347
"Belgium",1996,"BEL",27.88,37.1,35.02,0.4125632,20.694704,14.652649,NA,NA,46.67,53.33,"3,00",0,NA,0.31940377,NA,NA,NA,58.424274,57.679,6.2283735,0,"",NA,0.7452755,0,0.013308491,129474980,320
"Belgium",1997,"BEL",27.88,37.1,35.02,0.3595275,17.655369,14.817669,NA,NA,46.67,53.33,"3,00",0,NA,0.39804828,NA,NA,NA,61.646126,60.87571,5.8808427,0,"",NA,0.7704161,0,0.012840267,123983500,291
"Belgium",1998,"BEL",27.88,37.1,35.02,0.43854308,17.285906,18.321356,NA,NA,46.67,53.33,"3,00",0,NA,0.47508833,NA,NA,NA,57.168957,56.24315,7.223779,0,"",NA,0.9258132,0,0.012181752,130212380,312
"Belgium",1999,"BEL",27.88,37.1,35.02,0.5997361,11.922753,23.065851,NA,NA,24.68,53.33,"3,00",21.99,NA,0.40782055,NA,NA,NA,59.817677,58.798126,5.1937146,0,"",NA,1.0195514,0,0.011994722,124704140,259
"Belgium",2000,"BEL",27.88,37.1,35.02,0.68848896,15.605749,19.301847,NA,NA,0,53.33,"3,00",46.67,NA,0.55562264,NA,NA,NA,59.439545,58.171276,5.6528563,0,"",NA,1.2682691,0,0.024157507,126719540,267
"Belgium",2001,"BEL",27.88,37.1,35.02,0.7630676,12.641485,20.068676,NA,NA,0,53.33,"3,00",46.67,NA,0.5595829,NA,NA,NA,60.32049,58.946968,6.9693503,0,"",NA,1.3735217,0,0.05087117,126063800,251
"Belgium",2002,"BEL",27.88,37.1,35.02,0.88954777,12.391895,22.078083,NA,NA,0,53.33,"3,00",46.67,NA,0.44477388,NA,NA,NA,59.92093,58.512478,5.609093,0,"",NA,1.4084506,0,0.074128985,126860504,259
"Belgium",2003,"BEL",27.88,37.1,35.02,1.0290774,11.535241,25.858562,NA,NA,0,53.33,"3,00",46.67,NA,0.2991504,NA,NA,NA,58.13091,56.69499,4.4752903,0,"",NA,1.435922,0,0.10769415,128245630,260
"Belgium",2004,"BEL",27.88,37.1,35.02,1.254221,11.034732,24.167875,NA,NA,0,53.33,"3,00",46.67,NA,0.38591415,NA,NA,NA,58.863968,57.054993,5.9334297,0,"",NA,1.8089726,0,0.16883744,128778890,261
"Belgium",2005,"BEL",27.88,37.1,35.02,1.8906064,9.750298,25.564804,NA,NA,0,53.33,"3,00",46.67,NA,0.3448276,NA,NA,NA,59.108204,56.59929,5.5766945,0,"",NA,2.5089178,0,0.27348396,125636390,258
"Belgium",2006,"BEL",27.88,37.1,35.02,2.684483,8.2460575,26.471651,NA,NA,0,53.33,"3,00",46.67,NA,0.43336946,NA,NA,NA,59.72072,56.15746,5.5615745,0,"",NA,3.5632598,0,0.44540748,123880440,247
"Belgium",2007,"BEL",27.88,37.1,35.02,3.003697,7.474584,28.48891,NA,NA,1.08,52.37,"3,00",46.55,NA,0.45055455,NA,NA,NA,59.750465,55.71858,4.2860446,0,"",NA,4.0318856,0.01155268,0.56608135,120477010,236
"Belgium",2008,"BEL",27.88,37.1,35.02,4.0212536,6.7020893,29.114841,NA,NA,33.85,20.31,"2,00",45.84,NA,0.4951093,NA,NA,NA,60.367107,55.029587,3.8159645,0,"",NA,5.3375196,0.048303347,0.77285355,120175600,230
"Belgium",2009,"BEL",27.88,37.1,35.02,4.4050407,5.776737,32.619606,NA,NA,36.4,20,"2,00",43.6,NA,0.36801606,NA,NA,NA,58.737595,52.65975,2.8660645,0,"",NA,6.0778413,0.18958403,1.1152002,107732350,211
"Belgium",2010,"BEL",27.88,37.1,35.02,4.71627,4.5224504,33.20771,NA,NA,40,20,"2,00",40,NA,0.33379993,NA,NA,NA,58.662643,51.620544,3.6071928,0,"",NA,7.042102,0.6029934,1.3890384,114557864,209
"Belgium",2011,"BEL",27.88,37.1,35.02,5.199326,3.9079168,28.568218,NA,NA,38.79,21.32,"2,00",39.89,NA,0.22459292,NA,NA,NA,63.492416,54.160583,4.0314426,0,"",NA,9.331837,1.3138685,2.5940483,105020120,186
"Belgium",2012,"BEL",27.88,37.1,35.02,6.4357653,4.163596,28.948662,NA,NA,23.08,38.46,"3,00",38.46,NA,0.4421518,NA,NA,NA,62.392532,49.484158,4.49521,0,"",NA,12.908377,2.640629,3.3898306,102355640,199
"Belgium",2013,"BEL",27.88,37.1,35.02,6.1551642,3.6833088,25.452765,NA,NA,23.08,38.46,"3,00",38.46,NA,0.46500245,NA,NA,NA,66.50758,52.17817,4.3563385,0,"",NA,14.329417,3.2305434,4.478708,102666430,184
"Belgium",2014,"BEL",27.88,37.1,35.02,6.216521,2.9461513,27.262474,NA,NA,25.92,29.82,"2,00",44.26,NA,0.40879616,NA,NA,NA,64.71666,47.504932,5.074711,0,"",NA,17.211727,4.073865,6.5125456,96887000,166
"Belgium",2015,"BEL",27.88,37.1,35.02,8.073987,3.038755,32.325306,NA,NA,35.71,0,"1,00",64.29,NA,0.46975923,NA,NA,NA,59.5273,38.314735,5.1086316,0,"",NA,21.212564,4.4920726,8.176746,101061720,220
"Belgium",2016,"BEL",27.88,37.1,35.02,6.3839927,0.46450692,26.298237,NA,NA,35.71,0,"1,00",64.29,NA,0.44068605,NA,NA,NA,68.80657,51.834206,4.430681,0,"",NA,16.972368,3.6922345,6.455455,99601624,162
"Belgium",2017,"BEL",27.88,37.1,35.02,6.7114096,0.10596962,27.104675,NA,NA,35.71,0,"1,00",64.29,NA,0.31790888,NA,NA,NA,68.32686,49.7233,4.4624987,0,"",NA,18.603556,3.8973272,7.6769104,99126280,170
"Belgium",2018,"BEL",27.88,37.1,35.02,7.3585424,0.12241568,32.630577,NA,NA,34.92,0,"1,00",65.08,NA,0.39445052,NA,NA,NA,62.255173,38.90098,4.9918394,0,"",NA,23.35419,5.3046794,10.296518,99873630,199
"Belgium",2019,"BEL",27.88,37.1,35.02,5.5898604,0.09749757,27.667643,NA,NA,23.08,0,"1,00",76.92,NA,0.3249919,NA,NA,NA,68.237465,47.14549,3.9974003,0,"",NA,21.091972,4.6040516,10.57307,99432616,170
"Belgium",2020,"BEL",27.88,37.1,35.02,5.9847536,0.09102287,30.469906,NA,NA,21.05,13.83,"2,00",65.13,NA,0.30720222,NA,NA,NA,65.866425,39.17397,3.5726476,0,"",NA,26.692457,5.814086,14.586415,90368010,167
"Belgium",2021,"BEL",27.88,37.1,35.02,4.7359385,0.040391803,22.740583,594104.18,51247,NA,NA,"",NA,937,0.4241139,30452,50.503887,4.469936,73.77563,50.822983,3.443401,0,"2,48",11617623,22.95264,5.675048,12.11754,95722280,139
"Belgium",2022,"BEL",27.88,37.1,35.02,4.7050114,0.042292237,24.444914,NA,NA,NA,NA,"",NA,NA,0.21146119,NA,NA,NA,72.10826,46.658913,3.4045253,0,"",NA,25.449354,7.7711987,12.7616825,NA,NA
"Bulgaria",1990,"BGR",0.64,16.87,62.03,0,50.071598,7.6133647,NA,NA,0,86.52,"4,00",6.74,NA,3.8902147,NA,NA,NA,38.878277,34.988064,3.436754,0,"",NA,3.8902147,0,0,76699190,559
"Bulgaria",1991,"BGR",0.64,16.87,62.03,0,51.06906,7.077906,NA,NA,0,37.87,"3,00",38.46,NA,5.5787663,NA,NA,NA,37.97002,32.39125,3.883018,0,"",NA,5.5787663,0,0,61516960,540
"Bulgaria",1992,"BGR",0.64,16.87,62.03,0,50.253952,7.816027,NA,NA,0,0,"1,00",99.45,NA,5.361174,NA,NA,NA,37.95147,32.590294,3.9785554,0,"",NA,5.361174,0,0,57366296,612
"Bulgaria",1993,"BGR",0.64,16.87,62.03,0,45.34884,8.033827,NA,NA,0,0,"1,00",0,NA,4.730444,NA,NA,NA,41.649048,36.918606,4.9682875,0,"",NA,4.730444,0,0,58426650,677
"Bulgaria",1994,"BGR",0.64,16.87,62.03,0,44.470776,6.74039,NA,NA,0,0,"1,00",0,NA,3.4228542,NA,NA,NA,43.812534,40.38968,4.9763036,0,"",NA,3.4228542,0,0,56404590,584
"Bulgaria",1995,"BGR",0.64,16.87,62.03,0,41.608643,7.7070827,NA,NA,0,51.9,"4,00",0,NA,5.210084,NA,NA,NA,46.650658,41.440575,4.033613,0,"",NA,5.210084,0,0,57951036,539
"Bulgaria",1996,"BGR",0.64,16.87,62.03,0,40.206184,6.982193,NA,NA,0,55.56,"4,00",0,NA,6.7713213,NA,NA,NA,49.133083,42.361763,3.6785378,0,"",NA,6.7713213,0,0,58501570,513
"Bulgaria",1997,"BGR",0.64,16.87,62.03,0,44.353134,4.4141817,NA,NA,0,6.39,"2,00",63.22,NA,6.3864756,NA,NA,NA,48.062923,41.67645,3.169758,0,"",NA,6.3864756,0,0,55855868,551
"Bulgaria",1998,"BGR",0.64,16.87,62.03,0,44.14958,4.849216,NA,NA,0,0,"1,00",100,NA,7.4065137,NA,NA,NA,48.178524,40.772015,2.8226776,0,"",NA,7.4065137,0,0,53174790,565
"Bulgaria",1999,"BGR",0.64,16.87,62.03,0,42.838337,5.292259,NA,NA,0.38,0,"1,00",98.49,NA,7.187994,NA,NA,NA,48.81517,41.627174,3.054239,0,"",NA,7.187994,0,0,46378900,516
"Bulgaria",2000,"BGR",0.64,16.87,62.03,0,41.72414,4.7044334,NA,NA,12.5,0,"1,00",50,NA,6.477833,NA,NA,NA,51.25616,44.778328,2.3152711,0,"",NA,6.477833,0,0,45464332,487
"Bulgaria",2001,"BGR",0.64,16.87,62.03,0,44.87917,4.3958573,NA,NA,6.99,5.19,"2,00",66.87,NA,3.7974682,NA,NA,NA,48.791714,44.994244,1.9332566,0,"",NA,3.7974682,0,0,48980164,532
"Bulgaria",2002,"BGR",0.64,16.87,62.03,0,40.817295,3.6588264,NA,NA,0,11.38,"2,00",88.62,NA,5.0368257,NA,NA,NA,53.07674,48.039913,2.447137,0,"",NA,5.0368257,0,0,46155492,491
"Bulgaria",2003,"BGR",0.64,16.87,62.03,0,45.495388,4.1617403,NA,NA,0,11.11,"2,00",88.89,NA,7.070229,NA,NA,NA,47.93095,40.860725,2.4119177,0,"",NA,7.070229,0,0,50532396,541
"Bulgaria",2004,"BGR",0.64,16.87,62.03,0,45.652172,3.5990336,NA,NA,0,11.11,"2,00",88.89,NA,7.584541,NA,NA,NA,48.212555,40.628017,2.5362315,0,"",NA,7.584541,0,0,49583350,544
"Bulgaria",2005,"BGR",0.64,16.87,62.03,0,42.021393,3.9380832,NA,NA,0,25.53,"2,00",72.37,NA,9.7883005,NA,NA,NA,52.242203,42.453903,1.7983155,0,"",NA,9.7883005,0,0,50654404,497
"Bulgaria",2006,"BGR",0.64,16.87,62.03,0,41.974495,4.7493405,NA,NA,0,50,"3,00",44.44,NA,9.256816,NA,NA,NA,52.154793,42.854004,1.121372,0,"",NA,9.300792,0,0.043975376,51891852,485
"Bulgaria",2007,"BGR",0.64,16.87,62.03,0,52.14452,5.454545,NA,NA,0,50,"3,00",44.44,NA,6.5967364,NA,NA,NA,40.83916,34.125874,1.5617715,0,"",NA,6.7132864,0,0.11655011,55737584,608
"Bulgaria",2008,"BGR",0.64,16.87,62.03,0.044883303,52.01975,5.2962294,NA,NA,0,51.81,"3,00",42.83,NA,6.2612205,NA,NA,NA,41.96589,35.390484,0.71813285,0,"",NA,6.5754037,0,0.2692998,54076124,572
"Bulgaria",2009,"BGR",0.64,16.87,62.03,0.023623906,49.846443,4.6302857,NA,NA,0,29.85,"2,00",64.62,NA,8.103,NA,NA,NA,44.74368,36.05008,0.77958894,0,"",NA,8.693598,0,0.56697375,45812410,532
"Bulgaria",2010,"BGR",0.64,16.87,62.03,0.08699435,49.173553,4.2844715,NA,NA,0,0,"1,00",90.14,NA,10.93954,NA,NA,NA,45.69378,33.166595,0.8481949,0,"",NA,12.527185,0.021748587,1.4789039,47858924,534
"Bulgaria",2011,"BGR",0.64,16.87,62.03,0.120120116,55.115116,4.164164,NA,NA,0,0,"1,00",88.24,NA,5.7457457,NA,NA,NA,40.44044,32.652653,0.28028026,0,"",NA,7.7877874,0.2002002,1.7217216,53174764,587
"Bulgaria",2012,"BGR",0.64,16.87,62.03,0.15060242,49.20396,5.077452,NA,NA,0,0,"1,00",92.83,NA,6.8416524,NA,NA,NA,45.245266,33.950085,0.47332186,0,"",NA,11.295181,1.6781411,2.624785,48338904,528
"Bulgaria",2013,"BGR",0.64,16.87,62.03,0.2555762,45.051113,5.4368024,NA,NA,0,13.32,"3,00",24.4,NA,9.386617,NA,NA,NA,48.977695,32.922863,0.53438663,0,"",NA,16.054832,3.229554,3.1830854,42678600,485
"Bulgaria",2014,"BGR",0.64,16.87,62.03,0.42625746,45.417732,4.5609555,NA,NA,0,13.96,"3,00",20.92,NA,9.803922,NA,NA,NA,49.573746,33.823532,0.44757035,0,"",NA,15.750214,2.6854222,2.8346121,45266300,479
"Bulgaria",2015,"BGR",0.64,16.87,62.03,0.5544148,46.262833,3.8193018,NA,NA,0,5,"2,00",94.81,NA,11.601643,NA,NA,NA,49.548252,31.581108,0.36960986,0,"",NA,17.967146,2.8336756,2.9774127,48260532,487
"Bulgaria",2016,"BGR",0.64,16.87,62.03,0.7854578,43.469482,4.6005383,NA,NA,0,5.21,"2,00",89.58,NA,8.70736,NA,NA,NA,51.21185,35.412926,0.71813285,0,"",NA,15.798923,3.1193895,3.1867144,45484310,467
"Bulgaria",2017,"BGR",0.64,16.87,62.03,0.89027375,46.561317,4.295571,NA,NA,0,1.33,"2,00",73.03,NA,6.298687,NA,NA,NA,48.25284,34.60939,0.89027375,0,"",NA,13.643445,3.1159582,3.3385265,47569756,499
"Bulgaria",2018,"BGR",0.64,16.87,62.03,3.3734422,40.09454,4.3403525,NA,NA,0,0,"1,00",100,NA,11.06575,NA,NA,NA,54.813065,34.658356,0.7520412,0,"",NA,20.154705,2.8792436,2.8362699,43616064,426
"Bulgaria",2019,"BGR",0.64,16.87,62.03,4.155251,39.26941,4.908676,NA,NA,0,0,"1,00",100,NA,6.689498,NA,NA,NA,54.908676,37.80822,0.91324204,0,"",NA,17.100456,3.2420092,3.0136986,42255764,426
"Bulgaria",2020,"BGR",0.64,16.87,62.03,4.2267528,33.590252,5.6936846,NA,NA,0,0,"1,00",90.63,NA,7.011437,NA,NA,NA,59.920437,41.347584,0.795624,0,"",NA,18.57285,3.654898,3.6797612,36967110,362
"Bulgaria",2021,"BGR",0.64,16.87,62.03,5.475687,36.13108,6.448203,84056.31,12221.5,NA,NA,"",NA,795,10.190275,110001,42.733883,25.48583,56.659622,34.86258,0.7610994,0,"2,00",6838937,21.79704,3.1078224,3.0232558,42560212,398
"Bulgaria",2022,"BGR",0.64,16.87,62.03,5.1403713,42.28944,5.753262,NA,NA,NA,NA,"",NA,NA,7.3349147,NA,NA,NA,51.24555,32.542503,0.7117438,0,"",NA,18.703045,3.4005535,2.8272042,NA,NA
"Croatia",1990,"HRV",54.01,22.66,13.94,0.11286682,7.1106095,15.349888,NA,NA,NA,NA,"",NA,NA,44.243793,NA,NA,NA,44.356663,0,33.182846,0,"",NA,44.356663,0,0,22979790,332
"Croatia",1991,"HRV",54.01,22.66,13.94,0.116414435,4.540163,8.614668,NA,NA,NA,NA,"",NA,NA,64.37718,NA,NA,NA,64.49361,0,22.351572,0,"",NA,64.49361,0,0,16987508,198
"Croatia",1992,"HRV",54.01,22.66,13.94,0.11235955,7.4157305,15.393259,NA,NA,NA,NA,"",NA,NA,48.876408,NA,NA,NA,48.988766,0,28.202248,0,"",NA,48.988766,0,0,16372593,314
"Croatia",1993,"HRV",54.01,22.66,13.94,0.20898642,4.7021947,19.017765,NA,NA,NA,NA,"",NA,NA,47.544415,NA,NA,NA,47.7534,0,28.526648,0,"",NA,47.7534,0,0,16809180,329
"Croatia",1994,"HRV",54.01,22.66,13.94,0.11402508,1.1402508,20.980614,NA,NA,NA,NA,"",NA,NA,61.91562,NA,NA,NA,62.029644,0,15.849486,0,"",NA,62.029644,0,0,16054022,221
"Croatia",1995,"HRV",54.01,22.66,13.94,0.10787486,2.5889966,9.492988,NA,NA,NA,NA,"",NA,NA,61.27292,NA,NA,NA,61.380795,0,26.537216,0,"",NA,61.380795,0,0,16817668,246
"Croatia",1996,"HRV",54.01,22.66,13.94,0.08952551,1.0743061,11.727842,NA,NA,NA,NA,"",NA,NA,70.36706,NA,NA,NA,70.45659,0,16.741272,0,"",NA,70.45659,0,0,17344870,186
"Croatia",1997,"HRV",54.01,22.66,13.94,0,4.9853373,11.43695,NA,NA,NA,NA,"",NA,NA,57.184753,NA,NA,NA,57.184753,0,26.392963,0,"",NA,57.184753,0,0,18558618,281
"Croatia",1998,"HRV",54.01,22.66,13.94,0.08733625,4.716157,11.703057,NA,NA,NA,NA,"",NA,NA,52.57642,NA,NA,NA,52.663757,0,30.91703,0,"",NA,52.663757,0,0,19013422,315
"Croatia",1999,"HRV",54.01,22.66,13.94,0.0770416,4.0061636,9.476117,NA,NA,NA,NA,"",NA,NA,56.471497,NA,NA,NA,56.54854,0,29.969185,0,"",NA,56.54854,0,0,20024746,286
"Croatia",2000,"HRV",54.01,22.66,13.94,0,13.765541,13.943161,NA,NA,12.5,45.83,"3,00",37.5,NA,57.282413,NA,NA,NA,57.282413,0,15.008881,0,"",NA,57.282413,0,0,19662488,278
"Croatia",2001,"HRV",54.01,22.66,13.94,0,12.842599,14.252153,NA,NA,12.5,46.92,"3,00",36.87,NA,56.225525,NA,NA,NA,56.225525,0,16.679718,0,"",NA,56.225525,0,0,20785304,296
"Croatia",2002,"HRV",54.01,22.66,13.94,0,16.6011,19.905586,NA,NA,14.27,55.31,"3,00",30.42,NA,46.02675,NA,NA,NA,46.02675,0,17.466562,0,"",NA,46.02675,0,0,21889460,353
"Croatia",2003,"HRV",54.01,22.66,13.94,0,18.195604,15.617893,NA,NA,18.39,60.96,"3,00",20.48,NA,41.394997,NA,NA,NA,41.394997,0,24.79151,0,"",NA,41.394997,0,0,23215262,384
"Croatia",2004,"HRV",54.01,22.66,13.94,0,15.406768,17.710583,NA,NA,86.67,0,"1,00",6.67,NA,54.931602,NA,NA,NA,54.931602,0,11.951044,0,"",NA,54.931602,0,0,22887892,279
